Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visi�n libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medici�n
2022/09/20/ 00:41:25,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-3,1,0,38,1,134,110,130,0
2022/09/20/ 00:41:25,+UUDF:CCF957966B2C,:CCF957966B2C,-51,-3,1,0,39,1,134,110,130,0
2022/09/20/ 00:41:26,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-3,0,0,37,1,134,110,130,0
2022/09/20/ 00:41:27,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-3,0,0,39,1,134,110,130,0
2022/09/20/ 00:41:27,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-3,0,0,37,1,134,110,130,0
2022/09/20/ 00:41:27,+UUDF:CCF957966B2C,:CCF957966B2C,-51,-3,0,0,39,1,134,110,130,0
2022/09/20/ 00:41:28,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-3,0,0,37,1,134,110,130,0
2022/09/20/ 00:41:28,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-3,0,0,38,1,134,110,130,0
2022/09/20/ 00:41:29,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-3,0,0,39,1,134,110,130,0
2022/09/20/ 00:41:29,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-3,0,0,37,1,134,110,130,0
2022/09/20/ 00:41:30,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-3,0,0,39,1,134,110,130,0
2022/09/20/ 00:41:31,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-3,0,0,39,1,134,110,130,0
2022/09/20/ 00:41:31,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-3,0,0,37,1,134,110,130,0
2022/09/20/ 00:41:31,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-3,0,0,38,1,134,110,130,0
2022/09/20/ 00:41:32,+UUDF:CCF957966B2C,:CCF957966B2C,-49,-3,0,0,39,1,134,110,130,0
